cardId,name,cardSet,type,rarity,text,playerClass,locale,mechanics,faction,health,collectible,img,imgGold,attack,race,cost,flavor,artist,howToGet,howToGetGold,durability,elite
FP1_009,Deathlord,Naxxramas,Minion,Rare,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,Neutral,enUS,Deathrattle    Taunt,,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_009.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_009_premium.gif,2,,3,"""Rise from your grave!"" - Kel'Thuzad",Ben Olson,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,
FP1_018,Duplicate,Naxxramas,Spell,Common,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",Mage,enUS,Secret,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_018.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_018_premium.gif,,,3,The one time when duping cards won't get your account banned!,Alex Garner,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,
NAX12_04,Enrage,Naxxramas,Spell,,Give your hero +6 Attack this turn.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX12_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX12_04_premium.gif,,,3,,,,,,
NAX10_02H,Hook,Naxxramas,Weapon,,<b>Windfury</b>\n<b>Deathrattle:</b> Put this weapon into your hand.,Neutral,enUS,Deathrattle    Windfury,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX10_02H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX10_02H_premium.gif,4,,3,,,,,8,
NAX10_02,Hook,Naxxramas,Weapon,,<b>Deathrattle:</b> Put this weapon into your hand.,Neutral,enUS,Deathrattle,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX10_02.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX10_02_premium.gif,5,,3,,,,,8,
NAX9_02H,Lady Blaumeux,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_02H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_02H_premium.gif,2,,3,,,,,,True
NAX9_02,Lady Blaumeux,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_02.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_02_premium.gif,1,,3,,,,,,True
NAX7_04H,Massive Runeblade,Naxxramas,Weapon,,Deals double damage to heroes.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX7_04H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX7_04H_premium.gif,10,,3,,,,,2,
NAX7_04,Massive Runeblade,Naxxramas,Weapon,,Deals double damage to heroes.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX7_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX7_04_premium.gif,5,,3,,,,,2,
NAX11_04,Mutating Injection,Naxxramas,Spell,,Give a minion +4/+4 and <b>Taunt</b>.,Neutral,enUS,Taunt,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX11_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX11_04_premium.gif,,,3,,,,,,
NAX9_05H,Runeblade,Naxxramas,Weapon,,Has +6 Attack if the other Horsemen are dead.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_05H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_05H_premium.gif,2,,3,,,,,3,
NAX9_05,Runeblade,Naxxramas,Weapon,,Has +3 Attack if the other Horsemen are dead.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_05_premium.gif,1,,3,,,,,3,
FP1_005,Shade of Naxxramas,Naxxramas,Minion,Epic,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",Neutral,enUS,Stealth,,2,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_005.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_005_premium.gif,2,,3,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,Ittoku,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,
NAX9_04H,Sir Zeliek,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_04H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_04H_premium.gif,2,,3,,,,,,True
NAX9_04,Sir Zeliek,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_04_premium.gif,1,,3,,,,,,True
NAXM_002,Skeletal Smith,Naxxramas,Minion,,<b>Deathrattle:</b> Destroy your opponent's weapon.,Neutral,enUS,Deathrattle,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAXM_002.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAXM_002_premium.gif,4,,3,,,,,,
NAX8_04t,Spectral Warrior,Naxxramas,Minion,,"At the start of your turn, deal 1 damage to your hero.",Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX8_04t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX8_04t_premium.gif,0,,3,,,,,,
FP1_027,Stoneskin Gargoyle,Naxxramas,Minion,Common,"At the start of your turn, restore this minion to full Health.",Neutral,enUS, ,,4,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_027.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_027_premium.gif,1,,3,Stoneskin Gargoyles love freeze tag.,Matt Smith,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,
NAX9_03H,Thane Korth'azz,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_03H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_03H_premium.gif,2,,3,,,,,,True
NAX9_03,Thane Korth'azz,Naxxramas,Minion,Legendary,Your hero is <b>Immune</b>.,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_03_premium.gif,1,,3,,,,,,True
NAX8_04,Unrelenting Warrior,Naxxramas,Minion,,<b>Deathrattle:</b> Summon a Spectral Warrior for your opponent.,Neutral,enUS,Deathrattle,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX8_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX8_04_premium.gif,3,,3,,,,,,
NAX3_02,Web Wrap,Naxxramas,Hero Power,,<b>Hero Power</b>\nReturn a random enemy minion to your opponent's hand.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX3_02.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX3_02_premium.gif,,,3,,,,,,
NAX2_05H,Worshipper,Naxxramas,Minion,,Your hero has +3 Attack on your turn.,Neutral,enUS,Aura    InvisibleDeathrattle,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX2_05H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX2_05H_premium.gif,2,,3,,,,,,
NAX2_05,Worshipper,Naxxramas,Minion,,Your hero has +1 Attack on your turn.,Neutral,enUS,Aura    InvisibleDeathrattle,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX2_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX2_05_premium.gif,1,,3,,,,,,
FP1_026,Anub'ar Ambusher,Naxxramas,Minion,Common,<b>Deathrattle:</b> Return a random friendly minion to your hand.,Rogue,enUS,Poisonous    Deathrattle,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_026.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_026_premium.gif,5,,4,"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.",Nate Bowden,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,
FP1_031,Baron Rivendare,Naxxramas,Minion,Legendary,Your minions trigger their <b>Deathrattles</b> twice.,Neutral,enUS,Deathrattle    Aura,,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_031.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_031_premium.gif,1,,4,There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.,Ralph Horsley,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,True
FP1_021,Death's Bite,Naxxramas,Weapon,Common,<b>Deathrattle:</b> Deal 1 damage to all minions.,Warrior,enUS,Deathrattle,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_021.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_021_premium.gif,4,,4,"""Take a bite outta Death."" - McScruff the Deathlord",Jim Nelson,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",2,
NAX6_03,Deathbloom,Naxxramas,Spell,,Deal $5 damage to a minion. Summon a Spore.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX6_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX6_03_premium.gif,,,4,,,,,,
NAX15_03n,Guardian of Icecrown,Naxxramas,Minion,,<b>Taunt</b>,Neutral,enUS,Taunt,,3,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX15_03n.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX15_03n_premium.gif,3,,4,,,,,,
NAX15_03t,Guardian of Icecrown,Naxxramas,Minion,,<b>Taunt</b>,Neutral,enUS,Taunt,,5,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX15_03t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX15_03t_premium.gif,5,,4,,,,,,
NAX10_03H,Hateful Strike,Naxxramas,Hero Power,,<b>Hero Power</b>\nDestroy a minion.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX10_03H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX10_03H_premium.gif,,,4,,,,,,
NAX10_03,Hateful Strike,Naxxramas,Hero Power,,<b>Hero Power</b>\nDestroy a minion.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX10_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX10_03_premium.gif,,,4,,,,,,
NAXM_001,Necroknight,Naxxramas,Minion,,<b>Deathrattle:</b> Destroy the minions next to this one as well.,Neutral,enUS,Deathrattle,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAXM_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAXM_001_premium.gif,5,,4,,,,,,
FP1_007t,Nerubian,Naxxramas,Minion,Rare,,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/FP1_007t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/FP1_007t_premium.gif,4,,4,,,,,,
FP1_019,Poison Seeds,Naxxramas,Spell,Common,Destroy all minions and summon 2/2 Treants to replace them.,Druid,enUS, ,,,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_019.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_019_premium.gif,,,4,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",Brian Despain,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,
FP1_022,Voidcaller,Naxxramas,Minion,Common,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Warlock,enUS,Deathrattle,,4,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_022.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_022_premium.gif,3,Demon,4,"""Void!  Here, void!  Here, buddy!""",Robb Shoberg,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,
FP1_016,Wailing Soul,Naxxramas,Minion,Rare,<b>Battlecry: Silence</b> your other minions.,Neutral,enUS,Silence    Battlecry,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_016.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_016_premium.gif,3,,4,"This soul just <i>wails</i> on you. Dang, soul, let up already.",Glenn Rane,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,
FP1_015,Feugen,Naxxramas,Minion,Legendary,"<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.",Neutral,enUS,Deathrattle,,7,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_015.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_015_premium.gif,4,,5,Feugen is sad because everyone likes Stalagg better.,Dany Orizio,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,True
NAX13_04H,Feugen,Naxxramas,Minion,Legendary,,Neutral,enUS, ,,7,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX13_04H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX13_04H_premium.gif,4,,5,,,,,,True
NAX14_03,Frozen Champion,Naxxramas,Minion,,Permanently Frozen.  Adjacent minions are Immune to Frost Breath.,Neutral,enUS,Freeze    Aura,,10,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX14_03.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX14_03_premium.gif,2,,5,,,,,,
FP1_030,Loatheb,Naxxramas,Minion,Legendary,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Neutral,enUS,Battlecry,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_030.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_030_premium.gif,5,,5,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,Samwise,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,True
NAX9_07,Mark of the Horsemen,Naxxramas,Spell,,Give your minions and your weapon +1/+1.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_07.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_07_premium.gif,,,5,,,,,,
NAX14_04,Pure Cold,Naxxramas,Spell,,"Deal $8 damage to the enemy hero, and <b>Freeze</b> it.",Neutral,enUS,Freeze,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX14_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX14_04_premium.gif,,,5,,,,,,
NAX4_03H,Skeleton,Naxxramas,Minion,,,Neutral,enUS, ,,5,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX4_03H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX4_03H_premium.gif,5,,5,,,,,,
FP1_012,Sludge Belcher,Naxxramas,Minion,Rare,<b>Taunt\nDeathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.,Neutral,enUS,Taunt    Deathrattle,,5,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_012.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_012_premium.gif,3,,5,DO NOT GIVE HIM A ROOT BEER.,Nate Bowden,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",,
FP1_008,Spectral Knight,Naxxramas,Minion,Common,Can't be targeted by spells or Hero Powers.,Neutral,enUS, ,,6,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_008.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_008_premium.gif,4,,5,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,Chris Rahn,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,
NAX8_05t,Spectral Rider,Naxxramas,Minion,,"At the start of your turn, deal 1 damage to your hero.",Neutral,enUS, ,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX8_05t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX8_05t_premium.gif,0,,5,,,,,,
FP1_014,Stalagg,Naxxramas,Minion,Legendary,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",Neutral,enUS,Deathrattle,,4,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_014.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_014_premium.gif,7,,5,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",Dany Orizio,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",,True
NAX13_05H,Stalagg,Naxxramas,Minion,Legendary,,Neutral,enUS, ,,4,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX13_05H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX13_05H_premium.gif,7,,5,,,,,,True
NAX9_06,Unholy Shadow,Naxxramas,Hero Power,,<b>Hero Power</b>\nDraw 2 cards.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX9_06.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX9_06_premium.gif,,,5,,,,,,
FP1_010,Maexxna,Naxxramas,Minion,Legendary,<b>Poisonous</b>,Neutral,enUS,Poisonous,,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_010.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_010_premium.gif,2,Beast,6,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",Howard Lyon,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,True
NAX4_05,Plague,Naxxramas,Spell,,Destroy all non-Skeleton minions.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX4_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX4_05_premium.gif,,,6,,,,,,
NAX8_05,Unrelenting Rider,Naxxramas,Minion,,<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.,Neutral,enUS,Deathrattle,,6,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX8_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX8_05_premium.gif,5,,6,,,,,,
NAX1_05,Locust Swarm,Naxxramas,Spell,,Deal $3 damage to all enemy minions. Restore #3 Health to your hero.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX1_05.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX1_05_premium.gif,,,7,,,,,,
NAX15_04H,Chains,Naxxramas,Hero Power,,<b>Hero Power</b>\nTake control of a random enemy minion.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX15_04H.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX15_04H_premium.gif,,,8,,,,,,
NAX15_04,Chains,Naxxramas,Hero Power,,<b>Hero Power</b>\nTake control of a random enemy minion until end of turn.,Neutral,enUS, ,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/NAX15_04.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NAX15_04_premium.gif,,,8,,,,,,
FP1_013,Kel'Thuzad,Naxxramas,Minion,Legendary,"At the end of each turn, summon all friendly minions that died this turn.",Neutral,enUS, ,,8,True,http://media.services.zam.com/v1/media/byName/hs/cards/enus/FP1_013.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/FP1_013_premium.gif,6,,8,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,Chris Robinson,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,True
FP1_014t,Thaddius,Naxxramas,Minion,Legendary,,Neutral,enUS, ,,11,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/FP1_014t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/FP1_014t_premium.gif,11,,10,,,,,,True
TB_MechWar_Boss1,Annoy-o-Tron,Tavern Brawl,Hero,Free,,Neutral,enUS, ,Neutral,30,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_MechWar_Boss1.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_MechWar_Boss1_premium.gif,,,,,,,,,
TB_SPT_DPromoSecre8e,Assassin's Stealth,Tavern Brawl,Enchantment,,<b>Stealth</b>.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_BossRumble_002,Aya Blackpaw,Tavern Brawl,Hero,,,Druid,enUS, ,Neutral,30,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_BossRumble_002.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_BossRumble_002_premium.gif,,,,,,,,,
TB_100th_BananaPlayerEnchant,Bananas on Death,Tavern Brawl,Enchantment,,Spawn Banana,Neutral,enUS, ,,,,,,,,,,,,,,
TB_006e,Big Banana,Tavern Brawl,Enchantment,,Has +2/+2.,Neutral,enUS, ,,,,,,,,,,,,,,
KAR_a10_Boss2H_TB,Black King,Tavern Brawl,Hero,,,Neutral,enUS, ,,10,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/KAR_a10_Boss2H_TB.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/KAR_a10_Boss2H_TB_premium.gif,0,,,,,,,,
TB_BlingBrawl_Blade1e,Blingtron's Blade,Tavern Brawl,Enchantment,,"When this breaks, randomly summon a new weapon.",Neutral,enUS, ,,,,,,,,,,,,,,
TB_BlingBrawl_Blade2e,Blingtron's Blade HERO,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
TB_PickYourFate_10_EnchMinion,Bonus,Tavern Brawl,Enchantment,,Your <b>Battlecry</b> minions have +1/+1.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_PickYourFate_9_EnchMinion,Bonus,Tavern Brawl,Enchantment,,Your <b>Deathrattle</b> minions have +1/+1.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_MechWar_Boss2,Boom Bot,Tavern Brawl,Hero,Free,,Neutral,enUS, ,Neutral,30,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_MechWar_Boss2.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_MechWar_Boss2_premium.gif,,,,,,,,,
TB_001,Boss HP Swapper,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
BRMC_97e,Burning Adrenaline,Tavern Brawl,Enchantment,,Costs (2) less.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_MP_01e,Charge!,Tavern Brawl,Enchantment,,Has <b>Charge</b>,Warrior,enUS, ,,,,,,,,,,,,,,
TB_GiftExchange_Enchantment,Cheap Gift,Tavern Brawl,Enchantment,,This card's cost is reduced.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_010e,Choose One of Three,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
TB_SPT_MTH_Boss0,City of Stormwind,Tavern Brawl,Hero,,,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_SPT_MTH_Boss0.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_SPT_MTH_Boss0_premium.gif,0,,,,,,,,
TB_SPT_Boss,City of Stormwind,Tavern Brawl,Hero,,,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_SPT_Boss.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_SPT_Boss_premium.gif,0,,,,,,,,
TB_CoOpv3_BOSS4e,Cowed,Tavern Brawl,Enchantment,,Can't attack this turn.,Neutral,enUS,OneTurnEffect,,,,,,,,,,,,,,
TB_009,Create 15 Secrets,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
TB_KTRAF_10e,Dark Power,Tavern Brawl,Enchantment,,Granted power from Noth,Neutral,enUS, ,,,,,,,,,,,,,,
TB_SPT_DPromo_Hero,Dark Wanderer,Tavern Brawl,Hero,,,Warlock,enUS, ,,30,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_SPT_DPromo_Hero.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_SPT_DPromo_Hero_premium.gif,0,,,,,,,,
TB_010,Deckbuilding Enchant,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
TB_SPT_MTH_Boss,Decorated Stormwind,Tavern Brawl,Hero,,,Neutral,enUS, ,,1,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/TB_SPT_MTH_Boss.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/TB_SPT_MTH_Boss_premium.gif,0,,,,,,,,
TB_007e,Deviate Switch,Tavern Brawl,Enchantment,,Attack and Health have been swapped by Deviate Banana.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_DiscoverMyDeck_Enchantment,Discover My Deck Enchant,Tavern Brawl,Enchantment,,,Neutral,enUS, ,,,,,,,,,,,,,,
BRMC_98e,Dragonlust,Tavern Brawl,Enchantment,,+3 Attack.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_Superfriends002e,Draw Offensive Play,Tavern Brawl,Enchantment,,"Draw Offensive Play on first, third, and fifth turn",Rogue,enUS, ,,,,,,,,,,,,,,
TB_SPT_Minion2e,Emboldened,Tavern Brawl,Enchantment,,Standard Bearer is granting +2 Attack to this minion.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_EndlessMinions01,Endless Enchantment,Tavern Brawl,Enchantment,,+2/+2.,Neutral,enUS, ,,,,,,,,,,,,,,
TB_CoOpv3_BOSS3e,Enough!,Tavern Brawl,Enchantment,,Nefarian is <b>Immune</b> this turn.,Neutral,enUS,OneTurnEffect,,,,,,,,,,,,,,
TB_Superfriends001e,Facilitated,Tavern Brawl,Enchantment,,The next legend you cast this turn costs (3) less.,Rogue,enUS, ,,,,,,,,,,,,,,
